Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663994107.3434148,434,156629548,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994108.3257096,435,156633149,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994109.3257444,436,156636750,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994110.3444364,437,156640351,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994111.3270273,438,156643952,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994112.3333416,439,156647553,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994113.3437006,440,156651154,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994114.3445997,441,156654755,0,GPS1_Frame,42.345615,-71.09450000000001,10.9,327476.6696572377,4690275.237430075,19,T
1663994115.3251896,442,156658356,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994116.3255186,443,156661957,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994117.322255,444,156665558,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994118.3252385,445,156669159,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994119.3246567,446,156672760,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994120.32397,447,156676361,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994121.3272188,448,156679962,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994122.3247988,449,156683563,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994123.325334,450,156687164,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994124.3240588,451,156690765,0,GPS1_Frame,42.345613333333326,-71.09450000000001,10.9,327476.6650979875,4690275.052359144,19,T
1663994125.3241782,452,156694366,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994126.3241403,453,156697967,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
