Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663819784.44516,147,147406786,0,GPS1_Frame,42.343985,-71.10188833333333,61.6,326863.59459803894,4690109.257434738,19,T
1663819785.4439836,148,147410387,0,GPS1_Frame,42.34399499999999,-71.10188666666667,61.4,326863.7593414516,4690110.364466483,19,T
1663819786.4448767,149,147413988,0,GPS1_Frame,42.344006666666665,-71.10188666666667,61.5,326863.79136787547,4690111.6599632455,19,T
1663819787.4267983,150,147417589,0,GPS1_Frame,42.34401666666666,-71.10188499999998,61.8,326863.95611123485,4690112.766994998,19,T
1663819788.4270036,151,147421190,0,GPS1_Frame,42.344025,-71.10188333333335,62.1,326864.1162793513,4690113.6889557885,19,T
1663819789.428882,152,147424791,0,GPS1_Frame,42.344036666666675,-71.10188,62.2,326864.42288991576,4690114.977664477,19,T
1663819790.4287808,153,147428392,0,GPS1_Frame,42.34404333333333,-71.10187166666665,62.6,326865.12765104335,4690115.700978195,19,T
1663819791.445923,154,147431993,0,GPS1_Frame,42.34405166666667,-71.10186333333333,62.8,326865.8369871847,4690116.609362949,19,T
1663819792.4244373,155,147435594,0,GPS1_Frame,42.344060000000006,-71.10185499999999,63.2,326866.5463231478,4690117.517747769,19,T
1663819793.4269788,156,147439195,0,GPS1_Frame,42.344071666666665,-71.10184666666667,63.5,326867.2648091753,4690118.796274592,19,T
1663819794.4250996,157,147442796,0,GPS1_Frame,42.34408166666667,-71.10183333333333,63.4,326868.3905958172,4690119.879548617,19,T
1663819795.4226894,158,147446397,0,GPS1_Frame,42.344091666666664,-71.10182,63.5,326869.51638211496,4690120.962822815,19,T
1663819796.423183,159,147449998,0,GPS1_Frame,42.34408833333334,-71.10182333333333,63.5,326869.2326480362,4690120.599468766,19,T
1663819797.4262989,160,147453599,0,GPS1_Frame,42.344093333333326,-71.10181666666668,63.4,326869.79554110393,4690121.141105906,19,T
1663819798.428271,161,147600240,0,GPS1_Frame,42.3441,-71.10180666666666,63.3,326870.6375930285,4690121.861026217,19,T
1663819799.426249,162,147603841,0,GPS1_Frame,42.34410500000001,-71.101795,63.1,326871.61236169765,4690122.392481757,19,T
1663819800.425872,163,147607442,0,GPS1_Frame,42.34411,-71.10178499999999,62.8,326872.4498382943,4690122.927331307,19,T
1663819801.4261804,164,147611043,0,GPS1_Frame,42.344114999999995,-71.101775,62.6,326873.2873147569,4690123.462180955,19,T
1663819802.4255154,165,147614644,0,GPS1_Frame,42.34412166666666,-71.101765,62.5,326874.1293660385,4690124.18210167,19,T
1663819803.426127,166,147618245,0,GPS1_Frame,42.34412999999999,-71.10175833333332,62.6,326874.7014083134,4690125.093881124,19,T
1663819804.425528,167,147621846,0,GPS1_Frame,42.34413666666666,-71.10175,62.7,326875.4061673917,4690125.817195824,19,T
1663819805.4267683,168,147625447,0,GPS1_Frame,42.34414333333334,-71.10174333333332,62.9,326875.9736344749,4690126.54390441,19,T
1663819806.4272616,169,147629048,0,GPS1_Frame,42.344150000000006,-71.10173499999998,62.9,326876.67839328136,4690127.267219234,19,T
1663819807.4255672,170,147632649,0,GPS1_Frame,42.344155,-71.10172666666666,62.8,326877.37857707386,4690127.805463154,19,T
1663819808.425019,171,147636250,0,GPS1_Frame,42.344161666666665,-71.10171666666668,62.7,326878.2206274229,4690128.525384336,19,T
1663819809.4252665,172,147639851,0,GPS1_Frame,42.34416833333333,-71.10170666666667,62.7,326879.06267760164,4690129.245305614,19,T
1663819810.4268987,173,147643452,0,GPS1_Frame,42.34417833333334,-71.1017,62.7,326879.63929366536,4690130.342156418,19,T
1663819811.4281077,174,147647053,0,GPS1_Frame,42.34418666666667,-71.10169666666667,62.9,326879.93675124506,4690131.260723773,19,T
